,User,Date Created,Number of Likes,Number of Retweet,Source of Tweet,Tweet
34,CharanaDasi,2022-09-26 07:24:41+00:00,0,26,Twitter for Android,"RT @Shambhu_HJS: Do You Know Establishment of #HinduRashtra is not only for 

🚩 #Bharat
🚩 #Hindutva
🚩 #Hindus

But it's to save Mother #Ear…"
35,Rick Rup_kaka,2022-09-26 07:23:50+00:00,0,0,Twitter for Android,"WAKEUP BEFORE IT'S TOO LATE 

The FOOLLOWERS of the ideology of the R@pi$t M@st€rs doing what ? What they ""the inva… https://t.co/hUH6fV0anl"
36,ShareChat for Business,2022-09-26 07:23:42+00:00,0,0,Twitter for iPhone,"Check out these interesting insights &amp; much more from the latest Bharat Ki #FestiveFeeling report, which you can do… https://t.co/lKVGahQZcC"
37,India.Library,2022-09-26 07:22:48+00:00,0,0,Twitter for Android,#life #IndianRailways @RailMinIndia @IRCTCofficial @MinOfCultureGoI @tourismgoi #everydayindia #Bharat #hope #family https://t.co/zlJQ1ZiTYE
38,Dileep Katari #SaveSoil,2022-09-26 07:07:52+00:00,0,15,Twitter for Android,RT @JahidHussain2: One of the Reasons to be proud of Indian culture and heritage. The glorification and pride of our history that West woul…
39,Aiden,2022-09-26 07:04:12+00:00,0,63,Twitter for Android,RT @vdsatheesan: No words!  Even amidst milling crowds he has an  eye for everything small ! Happiness and peace are all around him. Humane…
40,C.S.N. Iyer,2022-09-26 07:03:09+00:00,1,0,Twitter for iPhone,"@thehawkeyex #Bharat Chumma Yatra…

https://t.co/9jbQ7JPMI6"
41,Arvind Virmani,2022-09-26 07:00:03+00:00,0,0,Twitter for iPad,48/culture 48/history Re-learning ancient Indian history &amp; pre-history: #Bharat stretched from Himalayas in N to La… https://t.co/14Evnc6sMd
42,S P Singh,2022-09-26 06:57:15+00:00,1,0,Twitter for Android,"@INCIndia__ Crisis #RajsthanCM,blame #opkamala,ur escape route from reality.MLAs loyal to #Gehlot enforcing conditi… https://t.co/UQHDuA4zCI"
43,sharmila kopanathi,2022-09-26 06:56:55+00:00,0,1,Twitter Web App,"RT @IndiGenBharat: @alpinelad India can’t but Bharat shall hold Hun1ers accountable

Colonised Indians LeaderShip surrendering to the Wolve…"
44,मित्र..... दोस्त.....Friend...,2022-09-26 06:55:31+00:00,0,0,Twitter Web App,"@MrsGandhi What a mess!! The instability in #Bharat is very worrying. 
Modi can't even manage the country, there is… https://t.co/LCd8OreBWg"
45,Amarjeet Yadav,2022-09-26 06:55:23+00:00,0,2,Twitter for Android,"RT @UpadhyayTolaram: #bikaner    #Bharat 

          मां राजराजेश्वरी बाला त्रिपुरा सुन्दरी https://t.co/6c7DEViXea"
46,kundan kumar,2022-09-26 06:51:56+00:00,0,18,Twitter for iPhone,"RT @rakeshreddybjp: ఇది బానిసత్వానికి లొంగే భారత్ కాదు , ప్రత్యర్థులను వణికించే భారత్. 

ఇది నవ భారత్ 🇮🇳

#Bharat #India"
47,Shekhar🇮🇳,2022-09-26 06:49:40+00:00,0,0,Twitter for Android,"#Bharat 
#BharatJodaYatra 
👇 भारत जोड़ो नही ये तो भरत तोड़ो पार्टी है ।
मुर्ख हिन्दू 🤬 https://t.co/LDCVdadVlT"
48,AashieshAdmirers,2022-09-26 06:43:59+00:00,3,0,Twitter for iPhone,@ashish30sharma 🎯🙏🏼😃 it does ! Now the blessings of gods are with you..may your #Hindutva movie becomes the most lo… https://t.co/gnD5NTcSuu
49,IndiGenBharat,2022-09-26 06:40:48+00:00,0,21,Twitter for iPhone,"RT @IndiGenBharat: @AdityaRajKaul Dear Modi Ji @narendramodi 

Let #Indigenous #Bharat remind you of your #DurgaMaa #NavratriFestival darsh…"
50,IndiGenBharat,2022-09-26 06:36:53+00:00,1,1,Twitter for iPhone,"@alpinelad India can’t but Bharat shall hold Hun1ers accountable

Colonised Indians LeaderShip surrendering to the… https://t.co/cyNKVBweYX"
51,ANM News,2022-09-26 06:35:52+00:00,0,0,Twitter Web App,"https://t.co/vgYJRuYbTi

#Congress #CongressPresident #congressprotest #BharatJodaYatra #BharatJodoaYatra… https://t.co/6O16XC9Sn1"
52,Ashok Kumar Pal,2022-09-26 06:34:45+00:00,0,0,Twitter for Android,"@hoorsheikh_fiza @vijaythottathil @RavinderKapur2 @BJP4India @RahulGandhi THE WHOLE NATION WITH @RahulGandhi 
#BHARAT JODO YATRA."
53,NEWS AKHANDA,2022-09-26 06:33:21+00:00,0,0,Twitter Web App,@BattaKashmiri #newsakhanda #northeast #Bharat #BJP #MSS #china https://t.co/ODEHEsKfbL
54,shivgovind patel,2022-09-26 06:32:18+00:00,0,0,Twitter for Android,"Bharat yatra by Cycle🇮🇳🚲❤️
Banglore karanataka 
Visit all State in India 
Mission green India Clean India 🇮🇳❤️🚲… https://t.co/OvzhWJEw8N"
55,Namma Tamilnadu,2022-09-26 06:32:03+00:00,0,1,Tandora Social,"RT @shivgovindaasan: Bharat yatra by Cycle🇮🇳🚲❤️
Banglore karanataka 
Save Soil event 
Visit all State in India 
Mission green India Clean I…"
56,Namma Tamilnadu,2022-09-26 06:32:03+00:00,0,1,Tandora Social,"RT @shivgovindaasan: Bharat yatra by Cycle🇮🇳🚲❤️
Banglore karanataka 
Visit PMC pyramid meditation centre 
Visit all State in India 
Mission…"
57,Namma Tamilnadu,2022-09-26 06:32:03+00:00,0,1,Tandora Social,"RT @shivgovindaasan: Bharat yatra by Cycle🇮🇳🚲❤️
Banglore karanataka 
Visit all State in India 
Mission green India Clean India 🇮🇳❤️🚲

#bhar…"
58,Namma Tamilnadu,2022-09-26 06:32:02+00:00,0,1,Tandora Social,"RT @shivgovindaasan: Bharat yatra by Cycle🇮🇳🚲❤️
Banglore karanataka 
Visit all State in India 
Mission green India Clean India 🇮🇳❤️🚲

#bhar…"
59,shivgovind patel,2022-09-26 06:31:44+00:00,0,1,Twitter for Android,"Bharat yatra by Cycle🇮🇳🚲❤️
Banglore karanataka 
Visit all State in India 
Mission green India Clean India 🇮🇳❤️🚲… https://t.co/YwfIKxVAWT"
60,shivgovind patel,2022-09-26 06:31:00+00:00,0,1,Twitter for Android,"Bharat yatra by Cycle🇮🇳🚲❤️
Banglore karanataka 
Visit all State in India 
Mission green India Clean India 🇮🇳❤️🚲… https://t.co/Apwq4ozezb"
61,shivgovind patel,2022-09-26 06:30:19+00:00,0,1,Twitter for Android,"Bharat yatra by Cycle🇮🇳🚲❤️
Banglore karanataka 
Visit PMC pyramid meditation centre 
Visit all State in India 
Miss… https://t.co/ICDXdfPlNL"
62,upendranath tiwari,2022-09-26 06:30:17+00:00,0,15,Twitter for Android,RT @JahidHussain2: One of the Reasons to be proud of Indian culture and heritage. The glorification and pride of our history that West woul…
63,shivgovind patel,2022-09-26 06:29:31+00:00,0,1,Twitter for Android,"Bharat yatra by Cycle🇮🇳🚲❤️
Banglore karanataka 
Save Soil event 
Visit all State in India 
Mission green India Clea… https://t.co/ZNqEoRcPo1"
64,shivgovind patel,2022-09-26 06:28:56+00:00,0,0,Twitter for Android,"Bharat yatra by Cycle🇮🇳🚲❤️
Banglore karanataka 
Visit all State in India 
Mission green India Clean India 🇮🇳❤️🚲… https://t.co/Bh7U8H40jy"
65,shivgovind patel,2022-09-26 06:27:25+00:00,0,0,Twitter for Android,"Bharat yatra by Cycle🇮🇳🚲❤️
Banglore Karnataka 
Visit all State in India 
Mission green India Clean India 🇮🇳❤️🚲… https://t.co/fGzIZMiAbo"
66,shivgovind patel,2022-09-26 06:26:00+00:00,0,0,Twitter for Android,"Bharat yatra by Cycle🇮🇳🚲❤️
 Tamil Nadu 
Visit all State in India 
Mission green India Clean India 🇮🇳❤️🚲

#bharat… https://t.co/zGE8J6C5Uf"
67,shivgovind patel,2022-09-26 06:25:26+00:00,0,0,Twitter for Android,"Bharat yatra by Cycle🇮🇳🚲❤️
 Tamil Nadu 
Visit all State in India 
Mission green India Clean India 🇮🇳❤️🚲

#bharat… https://t.co/E3NruaTgCD"
68,shivgovind patel,2022-09-26 06:23:36+00:00,0,0,Twitter for Android,"Bharat yatra by Cycle🇮🇳🚲❤️
Tamil Nadu 
Visit all State in India 
Mission green India Clean India 🇮🇳❤️🚲

#bharat… https://t.co/xA77uItrv0"
69,shivgovind patel,2022-09-26 06:22:02+00:00,0,0,Twitter for Android,"Bharat yatra by Cycle🇮🇳🚲❤️
Chennai Tamil Nadu 
Visit all State in India 
Mission green India Clean India 🇮🇳❤️🚲… https://t.co/wQZ1iUE8Qm"
70,Test User,2022-09-26 06:21:01+00:00,0,26,MSG Lover,"RT @Shambhu_HJS: Do You Know Establishment of #HinduRashtra is not only for 

🚩 #Bharat
🚩 #Hindutva
🚩 #Hindus

But it's to save Mother #Ear…"
71,Shraddha,2022-09-26 06:20:57+00:00,0,26,Twitter Web App,"RT @Shambhu_HJS: Do You Know Establishment of #HinduRashtra is not only for 

🚩 #Bharat
🚩 #Hindutva
🚩 #Hindus

But it's to save Mother #Ear…"
72,karan satyaki yadav,2022-09-26 06:16:15+00:00,0,15,Twitter for Android,RT @JahidHussain2: One of the Reasons to be proud of Indian culture and heritage. The glorification and pride of our history that West woul…
73,Vinita Marathe,2022-09-26 06:13:08+00:00,0,26,Twitter for Android,"RT @Shambhu_HJS: Do You Know Establishment of #HinduRashtra is not only for 

🚩 #Bharat
🚩 #Hindutva
🚩 #Hindus

But it's to save Mother #Ear…"
74,Yamanu Naikodi,2022-09-26 06:13:01+00:00,0,26,Twitter for Android,"RT @Shambhu_HJS: Do You Know Establishment of #HinduRashtra is not only for 

🚩 #Bharat
🚩 #Hindutva
🚩 #Hindus

But it's to save Mother #Ear…"
75,p garg,2022-09-26 06:11:38+00:00,0,0,Twitter Web App,"Parad Shivling
website:-
https://t.co/ewodf3R4br
.
.
#rudraksh #bharat #sanatandharma #sanatan #sanatani #india… https://t.co/8HaQ5FoqJZ"
76,Caustickonar,2022-09-26 06:11:14+00:00,0,2,Twitter for Android,RT @ArunKrishnan_: #Bharat #SanatanaDharma
77,p garg,2022-09-26 06:10:19+00:00,0,0,Twitter Web App,"Parad Shivling
website:-
https://t.co/3PkWb7uubS
.
.
#rudraksh #bharat #sanatandharma #sanatan #sanatani #india… https://t.co/kpQepybvIz"
78,Akil Mustafijul Rahaman,2022-09-26 06:09:03+00:00,0,1,Twitter for Android,"RT @shotterkhoj: Majlis Khuddam-ul-Ahmadiyya Bharat &amp; Atfalul Ahmaiyya Bharat National Ijtema 2022
On October 21,22,23 
Qadian | Darulamaan…"
79,Jc Naithani🇮🇳,2022-09-26 06:01:40+00:00,0,1,Twitter for Android,"RT @lokmanthan2022: Sachchidanand Joshi, Member Secretary, the Executive and Academic Head of Indira Gandhi National Center for the Arts

#…"
80,Manmohan Desai,2022-09-26 06:01:32+00:00,0,26,Twitter Web App,"RT @Shambhu_HJS: Do You Know Establishment of #HinduRashtra is not only for 

🚩 #Bharat
🚩 #Hindutva
🚩 #Hindus

But it's to save Mother #Ear…"
81,Jc Naithani🇮🇳,2022-09-26 06:01:25+00:00,0,5,Twitter for Android,RT @lokmanthan2022: Padma Shri Kapil Tiwari addressed the delegates with the Keynote address titled 'Lok Parampara' in Srimanta Shankardeva…
82,vijay bhor,2022-09-26 05:59:50+00:00,0,26,Twitter Web App,"RT @Shambhu_HJS: Do You Know Establishment of #HinduRashtra is not only for 

🚩 #Bharat
🚩 #Hindutva
🚩 #Hindus

But it's to save Mother #Ear…"
83,Maneka Chougule,2022-09-26 05:57:28+00:00,0,26,Twitter Web App,"RT @Shambhu_HJS: Do You Know Establishment of #HinduRashtra is not only for 

🚩 #Bharat
🚩 #Hindutva
🚩 #Hindus

But it's to save Mother #Ear…"
84,CharuSavala🇮🇳,2022-09-26 05:55:16+00:00,0,15,Twitter for Android,RT @JahidHussain2: One of the Reasons to be proud of Indian culture and heritage. The glorification and pride of our history that West woul…
85,APN Legal,2022-09-26 05:51:52+00:00,0,0,Twitter for Android,कोर्ट ने याचिकाकर्ता से कहा कि आपने #Medical की पढ़ाई चीनी विश्वविद्यालय से की है और आप अब #Bharat में प्रैक्टिस कर… https://t.co/259ywSmWWT
86,Jc Naithani🇮🇳,2022-09-26 05:51:50+00:00,0,1,Twitter for Android,"RT @lokmanthan2022: Shri Vishnu Manohar, Chef, Entrepreneur, Writer and Restaurateur.
.
#Lokmanthan #food #loktradition #agriculture  #Bhar…"
87,Momskart,2022-09-26 05:50:42+00:00,1,0,Twitter for Android,"Momskart ki aur se aap sabhi ko 'Navratri parv' ki hardik shubhkamyein

#momsofinstagram #momskart #momslove… https://t.co/psaphPdbZC"
88,Vichar भारत,2022-09-26 05:46:53+00:00,0,0,Twitter for Android,"जय माता दी 🙏
#Vichar #Bharat #Viभा #JaiMataDi #navratri2022 #Hindu #JaiHind #vandrmataram https://t.co/KNKrEmLt3P"
89,TShirt Design,2022-09-26 05:41:46+00:00,0,1,SATYABRATA AICH,"RT @Alley_Cricketer: Hello Sir @AshwiniVaishnaw , This is what our @IRCTCofficial has to offer to the passengers? Is this the Naya #Bharat…"
90,Mangala Gowramma Nn,2022-09-26 05:41:16+00:00,0,26,Twitter for Android,"RT @Shambhu_HJS: Do You Know Establishment of #HinduRashtra is not only for 

🚩 #Bharat
🚩 #Hindutva
🚩 #Hindus

But it's to save Mother #Ear…"
91,Sharayu Shirgoankar,2022-09-26 05:40:15+00:00,0,26,Twitter for Android,"RT @Shambhu_HJS: Do You Know Establishment of #HinduRashtra is not only for 

🚩 #Bharat
🚩 #Hindutva
🚩 #Hindus

But it's to save Mother #Ear…"
92,Tejashwini,2022-09-26 05:39:48+00:00,0,26,Twitter for Android,"RT @Shambhu_HJS: Do You Know Establishment of #HinduRashtra is not only for 

🚩 #Bharat
🚩 #Hindutva
🚩 #Hindus

But it's to save Mother #Ear…"
93,Siyaram Saha,2022-09-26 05:37:17+00:00,0,26,Twitter for Android,"RT @Shambhu_HJS: Do You Know Establishment of #HinduRashtra is not only for 

🚩 #Bharat
🚩 #Hindutva
🚩 #Hindus

But it's to save Mother #Ear…"
94,Buzz predictor,2022-09-26 05:34:45+00:00,2,0,Twitter for Android,The Biggest Blockbuster Actor Director duo likely to team up once again after the Humongous success of #Sultan (300… https://t.co/lXeWTJrSRL
95,King Kohli,2022-09-26 05:34:17+00:00,1,1,Twitter for iPhone,"Hello Sir @AshwiniVaishnaw , This is what our @IRCTCofficial has to offer to the passengers? Is this the Naya… https://t.co/NSP8UM1Lju"
96,Devi Prasad Rao 🇮🇳,2022-09-26 05:29:09+00:00,1,1,Twitter Web App,"Lovely 👌🏻
Share the love ❤️

#art #culture #painting #India #Bharat #heritage #bigart #thanjaibigart https://t.co/qTJZVo2ugy"
97,🌹💓 M CHOUDHARY 💓🌹,2022-09-26 05:28:26+00:00,0,2,Twitter for Android,"RT @UpadhyayTolaram: #bikaner    #Bharat 

          मां राजराजेश्वरी बाला त्रिपुरा सुन्दरी https://t.co/6c7DEViXea"
98,Manoj,2022-09-26 05:22:24+00:00,1,0,Twitter for Android,"The name 'India' given to our country, by britishers seems so meaningless &amp; out of the place that the first thing c… https://t.co/HJU5wnawK4"
99,WomensPowerCen,2022-09-26 05:11:01+00:00,0,0,Tweet Suite,#WednesdayWisdom #IndiaVsModi #Indian2 Women's power site: Indian Ex-#president Pranab Mukharjee's talk at the #RSS… https://t.co/NabAXKRJ1q
,User,Date Created,Number of Likes,Number of Retweet,Source of Tweet,Tweet
0,jay kapadia,2022-09-26 08:59:18+00:00,0,0,Twitter for Android,#temples #hindutemple #hinduism #Hindu #hinduculture #templesofindia #sanatandharm #bharat #tamilnadu… https://t.co/Maf6T6MKpY
1,Ashok Kumar Pal,2022-09-26 08:58:38+00:00,0,0,Twitter for Android,"@ShilpiSinghINC @RahulGandhi @RahulGandhi behavior like a faimly member.
#BHARAT JODO YATRA"
2,ヒロくん,2022-09-26 08:55:07+00:00,0,3,Twitter for Android,"RT @UpadhyayTolaram: #Bharat   #World 

               जय साक्षात सूर्यनारायण भगवान https://t.co/pYMACcnuc1"
3,Kawcil Xinjh,2022-09-26 08:52:37+00:00,0,0,Twitter for Android,"5) I am sure everyone will agree, Nevertheless, that English has been enriched by Bhartian creativity as well and w… https://t.co/s7ks6EdGo7"
4,Manoochehr Jarrahi,2022-09-26 08:51:49+00:00,0,0,Twitter for iPhone,#ArvindKejriwal #AAP #BJP #NewDelhi #India #Bharat https://t.co/M9uF6l7AL4 https://t.co/U6kSQEIjjd
5,Manoochehr Jarrahi,2022-09-26 08:50:31+00:00,0,0,Twitter for iPhone,#AAP  #ArvindKejriwal #India #NewDelhi #Bharat #BJP  - NOW PUNJAB CHIEF MINISTER IS ADVERTISING TO WHOL OF INDIA ON… https://t.co/Lr98wa01iD
6,"MTRMD 🇮🇳, 🇺🇸, 🇺🇦 Freedom, Equality",2022-09-26 08:48:43+00:00,0,1,Twitter for Android,RT @nrjaishankar: @ErikSolheim @AnkitaBnsl 80 tons on top &amp; tall after 6 earthquakes built with people's contribution by a king who declare…
7,TOLARAM UPADHYAY,2022-09-26 08:48:34+00:00,0,0,Twitter for Android,"#bikaner   #Rajasthan   #Bharat 

                           गौचर वन क्षेत्र https://t.co/okqs5nnzYi"
8,IndiGenBharat,2022-09-26 08:46:45+00:00,0,24,Twitter for iPhone,"RT @IndiGenBharat: The Guru to #Indigenous #Bharat is Unique &amp; Unprecedented

Creator-Knowledge
Saraswati &amp; Brahma

Maintainer-Propagator &amp;…"
9,Harshal juikar 🇮🇳,2022-09-26 08:45:25+00:00,0,3,Twitter for Android,"RT @himanshu15011: Our indigenously made #VandeBharat trains reaching 0-100 km in 52 seconds beats #BulletTrain (55 sec).
Way to go #Bharat…"
10,TOLARAM UPADHYAY,2022-09-26 08:42:13+00:00,0,0,Twitter for Android,"#bikaner   #Rajasthan   #Bharat 

        कैर का पेड़ और उसमें लगे फल फूल https://t.co/cpgmrwpOxP"
11,Truth Invigilator,2022-09-26 08:40:47+00:00,0,0,Twitter Web App,@AskAnshul Who gave them #Bharat land for living?
12,Lakshmi kumar,2022-09-26 08:25:46+00:00,0,26,Twitter for Android,"RT @Shambhu_HJS: Do You Know Establishment of #HinduRashtra is not only for 

🚩 #Bharat
🚩 #Hindutva
🚩 #Hindus

But it's to save Mother #Ear…"
13,Er Samir Lohar,2022-09-26 08:19:43+00:00,0,0,Twitter for Android,@RahulGandhi #BharatJodaYatra Aap logo ne #Bharat ko tuda he esliye aap ko #Afganistan with #Tibet se #SriLanka or… https://t.co/Hy0yDYamf4
14,Roshan Shetty,2022-09-26 08:16:24+00:00,0,0,Twitter for Android,"India foreign minister: ""No one is fooled by claims that Pakistan's F-16 fleet are meant for counter-terrorism oper… https://t.co/19Iti6dNLT"
